,ceo
1273,Jerome Guillen
1274,Eugene Fama
1275,Fantax
1276,Samin Tan
1277,B. Standing dollar
1278,Wikimedia CommonsIt
1279,Jari
1280,Marsh
1281,Frances Kerry
1282,Souza
1283,Avik Das
1284,Ken Hughes
1285,graceBen Bradlee
1286,Mike Allenand
1287,Peter Schiff Show
1288,Mary
1289,Divya Narendra
1290,Graham Secker
1291,Shelly Sterling
1292,William Cohan
1293,Peter Solomon
1294,Mark Karpeles
1295,Jacqueline Kennedy
1296,Cassie Webber
1297,Laura D'Andrea Tyson
1298,Kramer
1299,Sam RoThe U.S.
1300,Cory Johnson
1301,Lauren Schuker Blum
1302,Mohamed El-Erianunexpectedly
1303,Tim Taylor
1304,Charlie Zhu
1305,Anders Gustafsson
1306,Richard DavisChairman
1307,Peter Hancock
1308,Bloomberg TVWendy's
1309,Greg Brown
1310,AddedPamela Liebman
1311,Edward Taylor
1312,Ackerman
1313,Bob Woodward
1314,Bre Pettis
1315,Arash Asady
1316,Kenneth Murphy
1317,Darden
1318,Aaron Smith-Levin
1319,Charles Gave
1320,Ben White
1321,Peter Kafka
1322,Chris Prentice
1323,Gino Rossi
1324,Nicole Miller
1325,Brian Cornell
1326,Mike Tyson's
1327,// Retail Bullishness
1328,Jeremy Stoppelmann
1329,"Julie Ann Remache,1"
1330,GMT
1331,Richard R. Pickens II
1332,Alan Glickstein
1333,Charles PlosserBofA
1334,Phil Knight
1335,Erskine Bowles
1336,Mark Papa
1337,Mike NudelmanClick
1338,Shreds Einhorn's
1339,Mike Pearson
1340,Mike Mayo
1341,Chang-Ran Kim
1342,Lord Myners
1343,Jim Hall
1344,Mike GrollNew
1345,P.F. Chang's
1346,Gary Kelly
1347,James Pethokoukis
1348,George Washington Plunkitt ofTammany Hall
1349,Koo
1350,Jon Najarian FIRE
1351,Jonathan Weber
1352,Jeff Ubben
1353,Lindsey Vonn
1354,Charlie Gasparino's
1355,David McNew/
1356,Warren Buffetts Berkshire Hathaways
1357,Steve Eisman
1358,Kawhi Leonard
1359,Starboard
1360,Halliburtons
1361,Enrique Marcarian
1362,Mayo
1363,Mehreen Zahra-Malik
1364,Larry Fink
1365,APBill GatesBill Gates
1366,Kim Kyung-HoonGood
1367,Cyril Altmeyer
1368,Mike Ullman's
1369,Wang Jianlin
1370,R. Gerald Turner
1371,Jesse Marrus
1372,Mohamed El Harari
1373,Boaz Weinstein
1374,Tod Cohen
1375,Woodward
1376,Hank Paulson
1377,Rick WilkingIt
1378,Starbucks Corporation(NASDAQ
1379,Stanley Smith
1380,Tobias Adrian
1381,Mike Homer
1382,Robert Greifeld
1383,Timothy Geithner
1384,Computer Science
1385,Rex Gordon
1386,Donald L. Kohn
1387,Mick McGuire
1388,Ethan Harris
1389,Janet McBride
1390,Jay Jacobs
1391,Jennifer Ablan
1392,Morales Riojas
1393,Mario Anzuoni/ReutersSergey Brin
1394,Larry Flynt
1395,atCredit Suisse
1396,Owner Zari Mansouri
1397,Donald Thomson
1398,David Miller
1399,Robert GalbraithTesla's
1400,longtimeGM
1401,Charles Murray
1402,Carolina Marcello
1403,Kanika Sikka
1404,Beyonce
1405,Harry
1406,Alan Crosby
1407,Krista Hughes
1408,Ekaterina Rybolovleva
1409,theMartha Ann
1410,Apu Gupta
1411,Robin Lewis
1412,Jim Hackett
1413,Jack Stubbs
1414,Rick Smith
1415,Leigh Wynn
1416,"Dennis Koslowskis$6,000 shower curtainor"
1417,Arno Schuetze
1418,Ian Shepherdson
1419,Brian Ellsworth
1420,Ian Osborne
1421,Chuck Todd
1422,Torsten Mueller-Oetvoes
1423,Jack
1424,Shatkin
1425,Americas Tad Smith
1426,Michelle Price
1427,Jessica Silver-Greenberg
1428,Steve Wynns
1429,Jim Vandehei
1430,Madeline Chambers
1431,Joan McCullough
1432,Manu Ginobili
1433,Patterson
1434,David Bailey
1435,Claire Shipman
1436,Danny MoloshokBillions
1437,Lin
1438,Muhtar Kent
1439,Ben BernankeMarkets
1440,Ronald Reagan
1441,Steve MarcusDaniel S. Loeb
1442,Charles M. Sonsteby
1443,John DeSimone
1444,Alison Williams
1445,Brenner
1446,Duncan Smith
1447,Amanda Hess
1448,Mike BlakeSan Marcos
1449,Roy Cohen
1450,David Schwartz
1451,Ed Rendell
1452,Booz Allen Hamilton
1453,withTime Warneras
1454,Mary Davis
1455,Nathan Layne
1456,Sterne Agee
1457,Dylan Read
1458,David Simon
1459,Dee
1460,Rand Paul
1461,Will Smith
1462,Dave Warner
1463,Alan Blinder
1464,Jefferies
1465,Emil Brolick
1466,Edith Cooper
1467,Katz Terry J. Lundgren
1468,John Legere
1469,Dick CostoloTraders
1470,Will Weiand
1471,David Milliken
1472,Gil Cohen Magen/ReutersControversial
1473,Mulally
1474,Andy Sullivan
1475,Bob Tisch
1476,Desert Cities
1477,Facebook co-
1478,Gareth Cattermole/GettyVirgin
1479,Weiner
1480,Mike Tauber
1481,Simon Goodwin
1482,Jo Yong-Hak
1483,Patrick Archambault
1484,George Kaisers
1485,Al Sharpton
1486,Stephen Sadove
1487,Matt DiLallo
1488,Morningstar DividendInvestor
1489,Andrew Roche
1490,Anne D'Innocenzio
1491,Ron Feldman
1492,Hicks
1493,Joe Brock
1494,Sudi Mariappa
1495,John Foraker
1496,Jose Manuel Barroso
1497,Paul Donovan
1498,Mr Hellwig
1499,Samuel R. Allen
1500,Andrew Ross Sorkin's
1501,Allen Shayanfekr
1502,Jim Murphy
1503,Barbara Corcoran
1504,Aly
1505,Cate Long
1506,John Hilsenrath
1507,Kevin Sadler
1508,Glenn Hutchins
1509,Account Nellie Liang
1510,Obamasaid
1511,Mary 2014
1512,Magic Johnson
1513,Bill Emmons
1514,Julia LaRoche
1515,Stefan Becket
1516,Judie Rinearson
1517,Charlie Watts
1518,Bernie Madoff's
1519,Jan Hatzius
1520,Doug Royalty
1521,Sumner
1522,Gordon Smith
1523,Sergio
1524,Matt Levine
1525,Leland Stanford
1526,Steve A. Cohen's
1527,Seymour M. Hersh
1528,Alex Behring
1529,Jim Bruce
1530,Elin Nordegren
1531,Lyndon RiveFor
1532,Hatch
1533,Rick Wilking
1534,Scotlands
1535,Karen Smith
1536,HP
1537,Phil Hughes
1538,Read Mohamed El-Erian's
1539,Holger Hansen
1540,Brent Meyer
1541,Laurent Fabius
1542,Kenneth Lewis
1543,Stephen Lam/ReutersShoppers
1544,Mike Wallace
1545,Mike O'Shaughnessy
1546,Jonathan Ernst Elizabeth
1547,Kim Kyung-HoonBEIJING
1548,John ChambersShares
1549,Wolde
1550,Steve Mack
1551,Taras Kalapun
1552,Tim Staermose
1553,John Case
1554,Jan KoumThe
1555,Scott Galloway
1556,Pete Domenici ALBUQUERQUE
1557,Rich Barry
1558,Markit Click
1559,ofDubai
1560,Lawrence Meyer's
1561,David Stockton
1562,Garima Goel
1563,Charles Schwab
1564,Sandra Allen
1565,Alexander Becker
1566,Eric Cheng
1567,Michael McDonough
1568,Carl Riccadonna
1569,Shinzo Abe
1570,Kuroda
1571,Holger Mueler
1572,Paritosh Bansal
1573,Kappa Sigma
1574,Mike TheilerCitigroup
1575,Xia
1576,Joel Benjamin Henry Blodget
1577,Jens Weidmann
1578,Mike Evans'
1579,John Catsimatidis
1580,Howard Hughes
1581,Thulin
1582,Hillshire
1583,Fabian Nunez
1584,Steve Roth's
1585,Jessica RinaldiJeffrey GundlachBond
1586,NBCUniversal
1587,Bob Tinker
1588,engulf Cohen's
1589,Sharon Hwang/FacebookAfter
1590,Mike Elliott
1591,Rhodes
1592,Emeritus Larry
1593,Eddie Murphy
1594,Iain Duncan Smith
1595,CARL C. ICAHN ISSUES OPEN LETTER
1596,Jason Neely
1597,Malini Menon
1598,Stanley Fischer
1599,Fortune Hi-Tech Marketing
1600,Steve Forbes
1601,Mike Householder
1602,David Gaffen
1603,Bob Parker
1604,Read Henry Blodget's
1605,Rick WilkingWarren Buffett
1606,James Bullard.(Reuters
1607,Phil Clarke
1608,Arnd WiegmannShares
1609,Chase Coleman
1610,Mehrdad Balali
1611,Allen Goodman
1612,Josephine Mason
1613,Brandon Buck
1614,De Blasio
1615,Franklins
1616,Mike Peacock
1617,Navratri
1618,Jeremy Grantham
1619,Mark Miller
1620,Hellmann
1621,Pal
1622,Vernon Davis
1623,Tiffany Wu
1624,Harry Thaw
1625,John Sohus
1626,Kim Kyung-HoonYum Brands
1627,Tim Roberts
1628,Jane Mendillo
1629,B.102
1630,Roger Cohen
1631,Christopher Erceg
1632,Dick Costolo's
1633,Prakash Chakravarti
1634,Case-Shiller
1635,Mike Segar/REUTERSA
1636,Andrew Wong
1637,Vivian Giang
1638,Ray StubblebineMichael Bloomberg
1639,Bart Schwartz
1640,Arianna Huffington's
1641,Andrew Burton/GettyGoPro
1642,Stanley White
1643,Dudley
1644,Reserves Jackson Hole
1645,Herbert Hoover
1646,Jose Honorio
1647,Paul Raines
1648,Erich Clementi
1649,Evans
1650,Yevgeny Novitsky
1651,Rob Kapito
1652,Matthew Lee
1653,Jeremy Stoppelman
1654,Spencer Krane
1655,David Rosenberg
1656,Christopher Pissarides
1657,Mike SegarGirls
1658,Ginni Rometty
1659,Modi
1660,Pascal Soriot
1661,Justin OttoS&amp;P's
1662,Jane Chung
1663,Peter Wehner
1664,Obamas Blueprint
1665,KPMG LLP George H. Walker
1666,Elon Musk
1667,Eliana Raszewski
1668,Chang
1669,Mina Kime's
1670,Igor Sechin
1671,LeBron James
1672,Maxime Sbaihi
1673,Acela
1674,Gregory Fleming
1675,O'Donnell
1676,Dorothy Wang
1677,REUTERS/ Tim
1678,Mr Icahn
1679,Gary CameronOn
1680,Ben BernankeIn
1681,Donna Chapman Wilson
1682,Advocate Rick Fleming
1683,Lance Uggla
1684,Michael Lewis'
1685,Christina Aguilera
1686,Yoshikazu Tsuno/
1687,Cindy Sherman
1688,Doom Report
1689,Marie Ficarra
1690,Georg Vrba
1691,David Andolfatto
1692,Yao Honggang
1693,Masayoshi Son Son
1694,Kohn
1695,Peter Fisher
1696,Robert Mortgenthau
1697,Charles Evans
1698,Walter Hickey
1699,Alexander Medvedev
1700,Mike Stobe
1701,Steve MarcusAccording
1702,Robert Costa
1703,"Anthony ""Tony"" Thompson"
1704,Kirchner
1705,Piet Moerland
1706,Sam Shank
1707,Mike McKee
1708,Carson Block's
1709,Livestrong
1710,Mark Karpelis
1711,Andy Frankenberger
1712,Wet Seal
1713,Dylan Lauren
1714,Yanez
1715,Chris Ciaccia
1716,Tom Hals
1717,twitter.com/CNBC/status/31 FRED
1718,Virgin America
1719,Rajeev Varman
1720,JOO DA BARRA
1721,Weil
1722,Stephen Lam Apple
1723,Paul Parker
1724,Richard Weil
1725,Mike BlakeSingle
1726,Neha Dasgupta
1727,Elizabeth Dilts
1728,Rick WilkingActivist
1729,Nick Taranto
1730,Barbara Jean
1731,Tim ArmstrongActivist
1732,Maurice Greenberg
1733,Monica Langley
1734,Barbara Roper
1735,Thomas J. Reid
1736,Thomson ReutersMaurice Levy
1737,Matthew D. Raskin
1738,Renwick
1739,Jeffrey Solomon
1740,Tod Nielsen
1741,John Hofmeister
1742,Ed Conway
1743,Xiaoyi Shao
1744,Alexander Huebner
1745,Tim CookApple
1746,Matt Boesler
1747,Siwei
1748,Steve MarcusDaniel S. LoebHedge
1749,Could Derweze
1750,RomeMILAN
1751,Dan Greenhaus
1752,Tom Mihalek/ReutersLocal
1753,Daniel Ahn
1754,Kevin Krolicki
1755,Bob Evans
1756,Ferguson
1757,Roy Blunt
1758,De Blasio's
1759,Hal Vogel
1760,"Jeffrey ""JB"" Straubel"
1761,Dave Schultz
1762,Tom
1763,Dan Bauer
1764,Gordon Crovitz
1765,Janet YellenEveryone
1766,Carlos Barria
1767,Patrizio Di Marco
1768,Steve MarkusHedge
1769,Joly
1770,Jumio
1771,Kim Kyung-HoonApple
1772,Jess Cooper
1773,Martin Blessing
1774,Chris Nasetta
1775,Banks
1776,Perry
1777,Herbalife
1778,Read Roubini's
1779,Beth Anne Wilson
1780,Jorge Dan
1781,Linda R. Olsson Inc.
1782,Muddy Waters'
1783,Saqib Iqbal Ahmed
1784,Cyprus Bailout
1785,Cristina Ros
1786,Jason
1787,Mossack
1788,InsiderArianna Huffington
1789,Juliet Chang
1790,Phil McCartenMohamed El-Erian
1791,Sarah McBride
1792,Jimmy Iovine
1793,Tony Schwartz
1794,Robert Thomas
1795,Richard W. Edelman
1796,Emily Stephenson
1797,Simon Tam
1798,Marcus Wallenberg
1799,Jonathan ErnstAugust
1800,Ian Maude Revenue: Facebook Here's
1801,Roger Ebert
1802,Greg Maxwell
1803,Michael Carrazza
1804,Mike BlakeBuilding
1805,John Trumbull
1806,Woody Allen
1807,Joe Tsai
1808,David Einhorn
1809,Babel
1810,Fiona Lau
1811,Eccles
1812,Thomson ReutersChou
1813,Rupert Murdochs $
1814,Lauren Young
1815,Liz Robbins
1816,Montezemolo
1817,chart).EconomistMr Sullivan
1818,Jean-Claude Juncker
1819,Laurence Gonzalez
1820,Takahiko Hyuga
1821,Howard Shainker
1822,Jimmy Black
1823,Simon Randall
1824,Joanne
1825,Tom Daley
1826,Duncan Niederauersays
1827,Alan Krueger
1828,Prot
1829,Scott Schuberg
1830,Kinling Lo
1831,Tiger Beer
1832,Thomson ReutersObama
1833,Hal Rogers
1834,Robert Thomson
1835,Naderhas
1836,Christopher J. Erceg
1837,Andre Grenon
1838,inMichigan
1839,Shuanghui
1840,Ron Friedman
1841,Yu
1842,Moritz Erhardt
1843,Mark Ralston
1844,Alexander Zemlianichenko/APIgor Sechin
1845,Mark Watson
1846,Mohegan Sun
1847,Danny
1848,Rick WilkingOn
1849,Aldrin
1850,Andrei Chang
1851,Jonathan Alcorn / Bloomberg
1852,John LaForge
1853,Darren Huston
1854,J.C. Penney Expectations
1855,Mark Udall
1856,Annette Funicello
1857,Yunfeng
1858,R-Fla
1859,Michael Fassbender
1860,Rick WilkingIn
1861,Skorina
1862,Michael DuVally
1863,H. J. Heinz Co
1864,CEOJohn Chambers
1865,Mike Nudelman /
1866,TokyoBy Lisa Twaronite
1867,Simon
1868,Lance Roberts/Street Talk Live However
1869,Bill Allen
1870,Robert Chapman
1871,Kevin Mandia
1872,James S. Tisch
1873,Warren Buffett-buddy
1874,Mike Myers
1875,Providence
1876,William Schomberg
1877,Wendi Murdoch
1878,Edward Snowden
1879,Madeline
1880,Derby
1881,Fritz Henderson
1882,Timothy Heritage
1883,Heather Bresch
1884,SecretaryPenny Pritzker
1885,Tom LaSorda
1886,Michael T. Kiley4and
1887,Mike Abbott
1888,Ryan W. Neal
1889,Jim Bianco
1890,Kevin Winter / Getty
1891,Sharon Bernstein
1892,Greg
1893,Robin Hayes
1894,Fisher
1895,Lucy NicholsonPeter
1896,Jan Schwartz
1897,Michael Urizzo
1898,Rick Dreiling's
1899,James H. Herbert
1900,APIn
1901,Tom Perez
1902,Frederick Lewis Allen
1903,"Henry ""Hank"" Schuelke III"
1904,Matthew Yglesias
1905,Mariko Gordon
1906,Baz RatnerThere
1907,discussed.14
1908,Richard Bernstein Advisers
1909,CFO Jason Eglit
1910,Liz Smith
1911,John O'Donnell
1912,Avril Haines
1913,Starr
1914,Eduardo Basualdo
1915,Fred ReidEditor's
1916,Carlos OsorioIn
1917,John Pickering
1918,John Boehner's
1919,Randi
1920,Mark Regnerus
1921,Scott Wapner
1922,Matthias Klein
1923,Ian Geoghegan
1924,Dan Loeb]
1925,Laurent Vigier
1926,Deborah J. Danker
1927,Michael Leibel
1928,Jim Rogers
1929,Stifel Nicolaus Head
1930,Doubleline Funds'
1931,Michael Batnick
1932,Todd Ruppert
1933,Mather Worldwide
1934,Zhou Hua AP Photo
1935,Jon Sundt
1936,Justice Smith
1937,Jonathan Erns/ReutersFox
1938,Jake Cohen
1939,Alex Crawford(Shadow
1940,Ran Paul
1941,Cory Booker
1942,Christopher Chang
1943,Wendi Deng Murdoch
1944,Hough
1945,Elga Bartschs
1946,Alfred Cheng Jin REUTERS/
1947,Ken Powell
1948,Richard Carson
1949,Al-Waleed
1950,Zucker
1951,Richard Peto
1952,Donovan
1953,Stan Druckenmiller
1954,Mike the Knight
1955,RBS Sempra
1956,Jon Hilsenrath
1957,Kate Kelly
1958,D.C. Loeb
1959,Superstorm Sandy
1960,Hintz
1961,R-Wisc
1962,Alex Hern
1963,Dale Hudson
1964,Rin
1965,Anthony Boadle
1966,Guy Faure
1967,Benjamin Graham
1968,Brian Chappatta
1969,FedEx Ground
1970,Kevin M. Warsh
1971,Abdullah
1972,Thomson ReutersBernanke
1973,Dulaney
1974,Ian McKellen
1975,Ma Chang-Min
1976,Mike SegarNouriel Roubini
1977,Charles Mackay's
1978,Antoni Slodkowski
1979,ReutersWorkers
1980,Dustin DeNunzio
1981,Arminio Fraga
1982,Esther Williams
1983,Mickey Sherman
1984,Kevin Stiroh
1985,Kristin Hays
1986,Elana Simon
1987,Jonathan Lu
1988,Chi
1989,Jones
1990,Kedrosky
1991,Michael Schwartz
1992,Anthony Noto
1993,Partner
1994,Matt Winkler
1995,Patrick Kovarik
1996,Rothblatt
1997,Bob Hall
1998,Mike BlakeThe
1999,Patrick Riviere
2000,Phil McCartenThis
2001,John Idol
2002,Danielle Miklos
2003,Montier
2004,JPMorgan Chase's
2005,Anthony Scaramucci's
2006,Maria Bartiromo
2007,Theresa Dell
2008,Laurence Pieau
2009,Charles Schwab's
2010,Fross
2011,Vasily Karasyov
2012,Mike UllmanRon Johnson
2013,Mac Robertson
2014,CNBCDaniel S. Loeb
2015,Feds Fisher Hilariously
2016,Paul LePage
2017,Narayana KocherlakotaMinneapolis Fed
2018,Gary Goldberg
2019,Kwanzaa
2020,Zyngas Mark Pincus
2021,Mike Monnelly
2022,Christopher Cushing
2023,#NAME?
2024,Jim Hagemann Snabe
2025,Paul Morigi
2026,NetflixJamie Lee Curtis
2027,Jon Menon
2028,Ron Sargent
2029,Bryant
2030,Neil Smit
2031,Andrew Schwartz
2032,David Cutler
2033,Michael Buholzer
2034,Tiger Woods'
2035,Pavel
2036,Marco Bizzarri
2037,Colin Goodman
2038,Jerry Peng
2039,Matthew Stoller
2040,P. Brett Hammond
2041,Harry HowGetty
2042,REUTERSPresident Clinton
2043,Richard Anderson
2044,Dynam
2045,George Washington
2046,Paul Szoldra
2047,Sheldon Adelson
2048,Kate Holton
2049,bin Talal al-Saud
2050,McCarthy
2051,Liz Ann Sonders
2052,Mike BlakeHomebuilder
2053,Stephen Holmes
2054,"William ""Bill"" O'Brien"
2055,Todd Bradley
2056,Michael A. Carpenter
2057,Michael Georgy
2058,Richard Valdmanis
2059,Simon Jessop
2060,Joyjeet Das
2061,Josh Earnest
2062,Christopher M. Matthews
2063,Weinreb
2064,Martin Craighead
2065,K. Berman
2066,Disturb
2067,Denis Kudla
2068,John Fernald/
2069,Bob Iger
2070,Anna Willard
2071,M. Schwartz
2072,McGee
2073,John Gutfreund
2074,Andy Coulson
2075,Jonathan Ernst House
2076,Pantheon MacroeconomicsAnd
2077,Fred ProuserJonathan Bush
2078,Suzanne Barlyn
2079,Deepa Seetharaman
2080,Bill Roberts
2081,Stephen CherninTumblr
2082,Leo Strine
2083,Sullivan St.
2084,J. Crew
2085,Joe Weisenthal
2086,Marina von Neumann Whitman
2087,Andrew Heavens
2088,#NAME?
2089,Cloud Foundry
2090,Harkin
2091,Dawn Kopecki
2092,Rusty Vanneman
2093,Fayen Wong
2094,Metsger
2095,Abel Lenz's
2096,Robert Marcus
2097,Hampton Fancher
2098,Justin Sullivan / Getty
2099,Frank Branchini
2100,Vicent Viola
2101,Bob Chapman
2102,Kalluvila
2103,Anand Nallathambi
2104,Hitoshi Ishida
2105,Emily Chang
2106,Phil Wahba
2107,Joseph Nacchio
2108,Esther L. George
2109,Nomaan Merchant
2110,Richard Dugas
2111,Ivar Krueger
2112,Ron Johnson Catastrophe
2113,Mercedes Kompressor
2114,Guiyang
2115,Allen Stanford's
2116,Jeffrey Dastin
2117,Michael Dimock
2118,"Jon Thains$35,000"
2119,Jarrett
2120,Dana Cimilluca
2121,Duff McDonald
2122,Euan Burton
2123,Seth Kadish
2124,William White
2125,Jay Carney
2126,Tan Qiang
2127,Zara
2128,Rick WilkingMicrosoft
2129,Allen Salkin
2130,Leah McGrath Goldman
2131,Jane Sneddon Little
2132,Laura Lipscomb
2133,Karey van Hall
2134,Dinny McMahon
2135,David Cameron
2136,Julie Bort/Business InsiderGoogle
2137,Bob Calderoni
2138,Mooney
2139,Sam Palmisano
2140,Albuquerque
2141,Drummer
2142,William C. Rudin
2143,Tony Fadell
2144,Ron Shapiro
2145,SurveyClick
2146,Silver Spurs
2147,Curt Schilling
2148,Douglas Oberhelman
2149,Cathie Lesjak
2150,Daniel Goodman
2151,Marc Bolland
2152,Thomson ReutersAmerican Apparel
2153,Jonathan Ernst Matthew Winkler
2154,Ben Protess
2155,Brand
2156,PRESENT
2157,Jacquelyn Smith
2158,Read Josh's
2159,Richard Bernstein Advisors
2160,Steven Dean
2161,Jan Koum
2162,Simon Johnson
2163,J. Howard Marshall II
2164,Li Ka-shing's
2165,Paul Taylor
2166,David Lpez-Salido
2167,William Thompson
2168,Eleanor Warnock
2169,Leon
2170,Angela Merkel
2171,Robin Hood Foundation Hedge
2172,Mike Piazza Honda
2173,Absolute Return
2174,Gary White
2175,Michael Steen
2176,Andy Grove
2177,Vanderbilt Hall
2178,Rich Yamarone
2179,Lyndon Johnson
2180,Pascal
2181,Chester Dawson
2182,Watson
2183,Andrew Toh
2184,Barry Ritholtz's
2185,Rana Foroohar
2186,KITCO
2187,Bogle
2188,Paul Wright
2189,Mike Caldwell
2190,Roach
2191,Larry PageGoogle
2192,Brett Logiurato
2193,Philippa Fletcher
2194,Arseny Yatseniuk
2195,Stefan Thomas
2196,David Romer
2197,Brad Smith
2198,Kris Henriksen
2199,Steve Lohr
2200,Alphaville Read
2201,Bart Watson
2202,Richard Plosser
2203,Charlotte
2204,Schwartz
2205,John Geddie
2206,Perspectives Mohamed El-Erian
2207,CFO Safra Catz
2208,Mike SegarJohn Childs
2209,Roth
2210,Antony JenkinsShares
2211,Andrew Levin
2212,Matthew Barker
2213,William Cohan 2006
2214,Janet Yellen Torpedoed
2215,BuffettWarren Buffett
2216,Lord Melbourne
2217,Russ Ulbricht
2218,Jeff Bewkes
2219,John Smith
2220,Quoting Lance
2221,Malcolm Smith
2222,Vint Cerf
2223,Reynolds American
2224,Luis Gutierrez
2225,Viktor Yanukovych
2226,Frank Nothaft
2227,Josh Schwartz
2228,Jonathan ErnstJanet Yellen
2229,Stephen Roachargues
2230,Evan Wohl
2231,Sylvester Stallone's
2232,Craig Charney
2233,Jim Rogash/
2234,Jeff Weiner
2235,Michael Chasen
2236,Wilkinson
2237,Matt Scuffham
2238,Cade Metz
2239,Charles W. Eliot
2240,Steve MarcusJohn Chambers
2241,Pete Sweeney
2242,Wix
2243,Wikimedia CommonsOn
2244,Mike Newman
2245,Terry RichardsonandLucien Smith
2246,Vincent Flasseur
2247,Chris Helman
2248,Michael Cohen
2249,Bridget Hughes
2250,Ned Davis
2251,Tony Fratto
